brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Jeep,Unlimited X,4x4/4-wheel drive,Silver,Gray,51827,Wrangler,18748,Automatic,2007
Jeep,Sport,4x4/4-wheel drive,Silver,Black,31529,Wrangler,25998,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Other,Gray,81099,Wrangler,,Automatic,2004
Jeep,Sahara,4x4/4-wheel drive,Red,Black,31905,Wrangler,25500,Automatic,2013
Jeep,Unlimited X,4x4/4-wheel drive,Red,Gray,148610,Wrangler,12900,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,Silver,Black,36336,Wrangler,,Other / Unknown,2016
Jeep,Sport S,4x4/4-wheel drive,Black,Black,34,Wrangler,34099,Automatic,2018
Jeep,X,4x4/4-wheel drive,Other,Gray,80153,Wrangler,14000,Automatic,2005
Jeep,Sport,4x4/4-wheel drive,Black,Black,98975,Wrangler,16000,Manual,2012
Jeep,Sahara,4x4/4-wheel drive,Black,Black,39531,Wrangler,30633,Automatic,2016
Jeep,Sport S,4x4/4-wheel drive,Black,Black,9100,Wrangler,30148,Manual,2018
Jeep,Unlimited X,4x4/4-wheel drive,Blue,Gray,103527,Wrangler,15854,Automatic,2007
Jeep,Sahara,4x4/4-wheel drive,Gray,Black,9311,Wrangler,27995,Manual,2015
Jeep,Sahara,4x4/4-wheel drive,White,Black,62846,Wrangler,24980,Automatic,2013
Jeep,Sahara,4x4/4-wheel drive,White,Black,31349,Wrangler,24995,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,White,Black,87293,Wrangler,17888,Manual,2012
Jeep,Sahara,4x4/4-wheel drive,Gray,Gray,31248,Wrangler,16997,Automatic,2014
Jeep,Rubicon,4x4/4-wheel drive,Red,Black,12556,Wrangler,30997,Automatic,2017
Jeep,Sahara,4x4/4-wheel drive,Black,Black,47023,Wrangler,25995,Automatic,2014
Jeep,Sport,4x4/4-wheel drive,Silver,Black,79802,Wrangler,19306,Manual,2013
Jeep,Sahara,4x4/4-wheel drive,Blue,Black,55083,Wrangler,20988,Other / Unknown,2011
Jeep,Sport,4x4/4-wheel drive,Gray,Black,342,Wrangler,30985,Automatic,2018
Jeep,Sahara,4x4/4-wheel drive,Black,Black,36327,Wrangler,27420,Automatic,2015
Jeep,Sahara,4x4/4-wheel drive,Black,Black,84736,Wrangler,18500,Manual,2012
Jeep,Unlimited X,4x4/4-wheel drive,Black,Gray,97084,Wrangler,21990,Automatic,2008
Jeep,Sport,4x4/4-wheel drive,Red,Black,33349,Wrangler,20590,Manual,2012
Jeep,Sport,4x4/4-wheel drive,Red,Black,24658,Wrangler,26285,Automatic,2016
Jeep,Willys Wheeler,4x4/4-wheel drive,Gray,Black,22744,Wrangler,,Manual,2016
Jeep,Sport,4x4/4-wheel drive,Black,Black,97901,Wrangler,17595,Manual,2014
Jeep,Sahara,4x4/4-wheel drive,Green,Gray,112907,Wrangler,15500,Automatic,2009
Jeep,Sport,4x4/4-wheel drive,White,Black,25504,Wrangler,28500,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Gray,Black,12552,Wrangler,31800,Automatic,2019
Jeep,Sport,4x4/4-wheel drive,Black,Black,37080,Wrangler,23000,Automatic,2014
Jeep,Sahara,4x4/4-wheel drive,Red,Gray,119713,Wrangler,14679,Automatic,2009
Jeep,Sport,4x4/4-wheel drive,Orange,Black,87593,Wrangler,17995,Manual,2012
Jeep,Sahara,4x4/4-wheel drive,Red,Black,21115,Wrangler,25995,Automatic,2015
Jeep,Sahara,4x4/4-wheel drive,Yellow,Black,31639,Wrangler,26219,Automatic,2015
