brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
GMC,1500 SLE1 Extended Cab,4x4/4-wheel drive,Gray,Black,108541,Sierra,14400,Automatic,2007
GMC,1500 SLE,4x4/4-wheel drive,Gray,Black,38971,Sierra,26998,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,White,Black,11204,Sierra,,Automatic,2018
GMC,1500 Denali,4x4/4-wheel drive,Black,Black,69723,Sierra,37500,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,70868,Sierra,32488,Automatic,2018
GMC,1500 SLE,4x4/4-wheel drive,White,Black,92138,Sierra,17691,Automatic,2010
GMC,1500 SLE,4x4/4-wheel drive,Gray,Black,84188,Sierra,18500,Automatic,2011
GMC,1500 Denali,4x4/4-wheel drive,White,Beige,24546,Sierra,39777,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Silver,Black,106669,Sierra,19500,Automatic,2011
GMC,1500 SLT Extended Cab,4x4/4-wheel drive,Red,Gray,193283,Sierra,8500,Automatic,2008
GMC,1500 Denali,4x4/4-wheel drive,Black,Black,21089,Sierra,45970,Automatic,2017
GMC,1500 SLT,4x4/4-wheel drive,Gray,Black,25280,Sierra,,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,10634,Sierra,39560,Automatic,2018
GMC,1500 Denali,4x4/4-wheel drive,Gray,Black,25951,Sierra,40988,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,40575,Sierra,28990,Automatic,2014
GMC,1500 SLT,4x4/4-wheel drive,White,Black,29439,Sierra,,Automatic,2015
GMC,1500 SLT,4x4/4-wheel drive,White,Black,32786,Sierra,36995,Automatic,2018
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,47265,Sierra,,Automatic,2015
GMC,1500 SLE,4x4/4-wheel drive,White,Black,23753,Sierra,35995,Automatic,2017
GMC,1500 SLE,4x4/4-wheel drive,Black,Black,34483,Sierra,26551,Automatic,2015
GMC,1500 SLT,4x4/4-wheel drive,White,Black,41078,Sierra,36126,Automatic,2018
GMC,1500 SLE,4x4/4-wheel drive,Blue,Black,24377,Sierra,,Automatic,2016
GMC,1500 SLE,4x4/4-wheel drive,Blue,Black,37350,Sierra,31934,Automatic,2017
GMC,1500 SLE,4x4/4-wheel drive,Black,Brown,66896,Sierra,23699,Automatic,2013
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,46046,Sierra,33417,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,White,Black,35343,Sierra,35000,Automatic,2015
GMC,1500 SLT,RWD,White,Beige,56637,Sierra,35888,Automatic,2018
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,69661,Sierra,33995,Automatic,2018
GMC,1500 SLE,4x4/4-wheel drive,Black,Black,28247,Sierra,30943,Automatic,2017
GMC,1500 BASE,4x4/4-wheel drive,Black,Black,17684,Sierra,30290,Automatic,2017
GMC,1500 Base,4x4/4-wheel drive,Blue,Gray,31892,Sierra,28990,Automatic,2016
GMC,1500 SLE,4x4/4-wheel drive,Red,Other,127273,Sierra,16400,Automatic,2010
GMC,1500 SLT,4x4/4-wheel drive,Red,Black,48001,Sierra,33983,Automatic,2017
GMC,1500 SLT,4x4/4-wheel drive,Black,Black,42430,Sierra,35496,Automatic,2016
GMC,1500 Denali,4x4/4-wheel drive,White,Beige,79843,Sierra,30199,Automatic,2015
GMC,1500 Denali,RWD,Silver,Black,14335,Sierra,,Automatic,2018
GMC,1500 SLE,4x4/4-wheel drive,Gray,Black,71375,Sierra,26996,Automatic,2015
GMC,1500 SLT,4x4/4-wheel drive,Blue,Black,101006,Sierra,23799,Automatic,2014
GMC,1500 Denali,4x4/4-wheel drive,White,Black,51510,Sierra,34500,Automatic,2015
GMC,1500 SLT,4x4/4-wheel drive,Silver,Other,33597,Sierra,35500,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Red,Black,52046,Sierra,31778,Automatic,2015
GMC,1500 Denali,4x4/4-wheel drive,White,Black,36154,Sierra,,Automatic,2016
GMC,1500 SLT,4x4/4-wheel drive,Silver,Gray,9173,Sierra,38966,Automatic,2016
GMC,1500 SLE,4x4/4-wheel drive,Green,Brown,43913,Sierra,28000,Automatic,2014
