brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,AWD,Black,Other,54333,MKS,15982,Automatic,2013
Lincoln, Base,AWD,White,Other,111777,MKS,10000,Automatic,2011
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Red,Beige,155626,MKS,5995,Automatic,2009
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,55039,MKS,18500,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Other,Other,25053,MKS,,Automatic,2015
Lincoln, Base,AWD,Black,Beige,13369,MKS,25900,Automatic,2015
Lincoln, Base,FWD,Brown,Beige,63739,MKS,12300,Automatic,2014
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,AWD,Silver,Black,72592,MKS,12995,Automanual,2014
Lincoln, Base,AWD,Blue,Other,73918,MKS,13100,Automatic,2013
Lincoln, Base,AWD,Black,Beige,116529,MKS,6997,Automatic,2009
Lincoln, EcoBoost,AWD,Brown,Other,30613,MKS,24800,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Black,35886,MKS,24500,Automatic,2016
Lincoln, Base,FWD,Gray,Beige,6462,MKS,19999,Automatic,2016
Lincoln, EcoBoost,AWD,White,Black,26854,MKS,,Automatic,2015
Lincoln, Base,FWD,Black,Black,36654,MKS,22600,Automatic,2016
Lincoln, Base,AWD,White,Beige,60458,MKS,20789,Automatic,2016
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, Base,FWD,Red,Beige,52089,MKS,11990,Automatic,2009
Lincoln, EcoBoost,AWD,Red,Black,26548,MKS,23890,Automatic,2015
Lincoln, Base,AWD,Other,Other,44744,MKS,16999,Automatic,2014
Lincoln, Base,FWD,Beige,Beige,114136,MKS,10990,Automatic,2013
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, EcoBoost,AWD,Black,Beige,34071,MKS,24990,Automatic,2016
Lincoln, Base,AWD,Silver,Black,39739,MKS,23888,Automatic,2015
Lincoln, Base,FWD,White,Beige,39071,MKS,19400,Automatic,2015
Lincoln, EcoBoost,AWD,White,Beige,55136,MKS,15971,Automatic,2012
Lincoln, Base,AWD,Gray,Beige,43189,MKS,22425,Automatic,2016
Lincoln, Base,FWD,White,Beige,44970,MKS,19855,Automatic,2016
